{{Base item
|rarity_id                               = normal
|name                                    = The Fathomless Depths
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Fall into endless night; a voyage into an ocean of oblivion.
|drop_level                              = 70
|tags                                    = armour_divination, unique_divination, unique_armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheFathomlessDepths
|stack_size                              = 8
|description                             = {{c|unique|[[Lightpoacher]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
